"Mito","Nuc","Treatment","Build","Y_avg"
"Bei59","375","Rotenone","B",2.46191336305085
"Bei59","Ore","Control","A",1.70236530934344
"Bei59","Ore","Control","B",1.36835975378788
"Bei59","Ore","Rotenone","A",1.54270225193973
"Bei59","Ore","Rotenone","B",0.754649474161956
"ZH23","375","Control","A",3.08638105008417
"ZH23","375","Control","B",3.92779216119528
"ZH23","375","Rotenone","A",2.72721706675455
"ZH23","375","Rotenone","B",3.00961151119899
"ZH23","Ore","Control","A",2.19212549452862
"ZH23","Ore","Control","B",2.41798105008417
"ZH23","Ore","Rotenone","A",1.78148928897677
"ZH23","Ore","Rotenone","B",1.55822817786566
"ZH26","375","Control","A",3.19068753156565
"ZH26","375","Control","B",2.67846530934343
"ZH26","375","Rotenone","A",3.32041058527306
"ZH26","375","Rotenone","B",3.07333836305084
"ZH26","Ore","Control","A",1.86496206860269
"ZH26","Ore","Control","B",1.20089308712121
"ZH26","Ore","Rotenone","A",1.68198928897677
"ZH26","Ore","Rotenone","B",1.72327169638418
"ZH33","375","Control","A",3.2313694760101
"ZH33","375","Control","B",3.41976669823232
"ZH33","375","Rotenone","A",2.9196245899027
"ZH33","375","Rotenone","B",2.47389125656936
"ZH33","Ore","Control","A",1.77835003156566
"ZH33","Ore","Control","B",1.85617503156566
"ZH33","Ore","Rotenone","A",1.61036625656936
"ZH33","Ore","Rotenone","B",1.35143570101381
"ZH42","375","Control","A",3.26330419823232
"ZH42","375","Control","B",3.74162642045454
"ZH42","375","Rotenone","A",2.53750595564344
"ZH42","375","Rotenone","B",3.47581706675455
"ZH42","Ore","Control","A",1.3147319760101
"ZH42","Ore","Control","B",1.40940975378788
"ZH42","Ore","Rotenone","A",1.64691706675455
"ZH42","Ore","Rotenone","B",2.23291151119899
"ZW09","375","Control","A",3.42167086489899
"ZW09","375","Control","B",3.48284308712121
"ZW09","375","Rotenone","A",3.06707007601381
"ZW09","375","Rotenone","B",3.05172007601381
"ZW09","Ore","Control","A",1.64285975378788
"ZW09","Ore","Control","B",2.04561739267677
"ZW09","Ore","Rotenone","A",2.1505089649027
"ZW133","375","Control","A",3.19654956860269
"ZW133","375","Control","B",3.3882194760101
"ZW133","375","Rotenone","A",2.60706097107554
"ZW133","375","Rotenone","B",2.27860792323603
"ZW133","Ore","Control","A",2.1469815791847
"ZW133","Ore","Control","B",1.63011669823232
"ZW133","Ore","Rotenone","A",1.67540792323603
"ZW133","Ore","Rotenone","B",0.451046812124917
"ZW140","375","Control","A",3.38852642045455
"ZW140","375","Control","B",3.49358753156566
"ZW140","375","Rotenone","A",3.20799229823603
"ZW140","375","Rotenone","B",3.09144785379159
"ZW140","Ore","Control","A",2.14311530934344
"ZW140","Ore","Control","B",1.9190319760101
"ZW140","Ore","Rotenone","A",1.8052589649027
"ZW140","Ore","Rotenone","B",2.12842007601381
"ZW142","375","Control","A",3.30035419823233
"ZW142","375","Control","B",2.83984864267677
"ZW142","375","Rotenone","A",3.33215225193973
"ZW142","375","Rotenone","B",2.85156058527307
"ZW142","Ore","Control","A",2.05596530934344
"ZW142","Ore","Control","B",2.1462069760101
"ZW142","Ore","Rotenone","A",1.24631212848294
"ZW142","Ore","Rotenone","B",1.40575502971751
"ZW144","375","Control","A",3.31126993897306
"ZW144","375","Control","B",3.27373475378788
"ZW144","375","Rotenone","A",2.93220981366813
"ZW144","375","Rotenone","B",3.45575595564344
"ZW144","Ore","Control","A",2.60553475378788
"ZW144","Ore","Control","B",2.74181808712121
"ZW144","Ore","Rotenone","A",1.23413928897677
"ZW144","Ore","Rotenone","B",1.1279226223101
"Zim53","375","Control","A",3.38349419823232
"Zim53","375","Control","B",3.86149975378788
"Zim53","375","Rotenone","A",3.11168558527306
"Zim53","375","Rotenone","B",3.64825225193973
"Zim53","Ore","Control","A",1.40520530934344
"Zim53","Ore","Control","B",1.56281642045455
"Zim53","Ore","Rotenone","A",1.49498558527306
"Zim53","Ore","Rotenone","B",1.58875225193973
"siI","375","Control","A",3.05757866913179
"siI","375","Control","B",2.92367503156566
"siI","375","Rotenone","A",3.01262777277307
"siI","375","Rotenone","B",2.54844519175455
"siI","Ore","Control","A",1.93417366582492
"siI","Ore","Control","B",2.30532086489899
"siI","Ore","Rotenone","A",1.78229374499529
"siI","Ore","Rotenone","B",1.86706602508788
"yak","375","Control","A",3.17302088804714
"yak","375","Control","B",2.99974169823232
"yak","375","Rotenone","A",2.88951249499529
"yak","375","Rotenone","B",2.45990213619899
"yak","Ore","Control","A",1.79624797138047
"yak","Ore","Control","B",1.71008475378788
"yak","Ore","Rotenone","A",1.97681249499529
"yak","Ore","Rotenone","B",1.62242852508788
