,X,Y,Mito,Nuc,Sex
21,162,0.8253234750462107,ZW140A,375C,M
22,336,0.8872458410351202,ZW140A,375C,M
23,105,0.9205175600739371,ZW140A,375C,M
24,219,0.9621072088724584,ZW140A,375C,M
25,7,0.7818853974121996,ZW140A,375C,M
26,328,0.878003696857671,ZW140A,375C,M
27,251,0.9852125693160814,ZW140A,375C,M
28,305,0.777264325323475,ZW140A,375C,M
29,86,0.8068391866913124,ZW140A,375C,M
30,24,0.8770794824399261,ZW140A,375C,M
31,312,0.878003696857671,ZW140A,375C,M
32,290,0.8798521256931608,ZW140A,375C,M
33,14,0.9695009242144177,ZW140A,375C,M
34,322,0.8761552680221811,ZW140A,375C,M
35,248,0.8927911275415896,ZW140A,375C,M
36,376,0.9048059149722736,ZW140A,375C,M
37,87,0.9066543438077634,ZW140A,375C,M
38,187,0.8077634011090573,ZW140A,375C,M
39,327,0.8974121996303143,ZW140A,375C,M
40,169,0.7495378927911276,ZW140A,375C,M
41,325,0.811460258780037,ZW140A,375C,M
42,71,0.9029574861367837,ZW140A,375C,M
43,12,0.655268022181146,ZW140A,375C,M
44,109,0.8317929759704251,ZW140A,375C,M
45,268,0.8456561922365988,ZW140A,375C,M
46,122,0.7643253234750462,ZW140A,375C,M
47,211,0.8613678373382625,ZW140A,375C,M
48,2,0.8179297597042514,ZW140A,375C,M
49,202,0.9482439926062847,ZW140A,375C,M
50,332,0.8475046210720887,ZW140A,375C,M
51,10,0.8853974121996303,ZW140A,375C,M
52,57,0.8280961182994455,ZW140A,375C,M
53,211,0.9094269870609981,ZW140A,375C,M
54,146,0.9158964879852126,ZW140A,375C,M
55,159,0.7597042513863217,ZW140A,375C,M
56,293,0.8826247689463955,ZW140A,375C,M
57,409,0.9011090573012939,ZW140A,375C,M
58,141,0.9279112754158965,ZW140A,375C,M
0,337,0.2264325323475046,Bei42A,375R,M
1,345,0.26524953789279115,Bei42A,375R,M
2,344,0.8317929759704251,Bei42A,375R,M
3,407,0.8733826247689465,Bei42A,375R,M
4,177,0.19038817005545283,Bei42A,375R,M
5,244,0.8817005545286507,Bei42A,375R,M
6,163,-0.048983364140480656,Bei42A,375R,M
7,223,0.25785582255083184,Bei42A,375R,M
8,290,0.8262476894639557,Bei42A,375R,M
9,374,0.9768946395563771,Bei42A,375R,M
10,378,0.7698706099815157,Bei42A,375R,M
11,109,0.8927911275415896,Bei42A,375R,M
12,271,0.7310536044362292,Bei42A,375R,M
13,390,0.8881700554528651,Bei42A,375R,M
14,346,0.8918669131238447,Bei42A,375R,M
15,383,0.8974121996303143,Bei42A,375R,M
16,27,0.8031423290203328,Bei42A,375R,M
17,290,0.9158964879852126,Bei42A,375R,M
18,309,0.9722735674676525,Bei42A,375R,M
19,249,0.9038817005545287,Bei42A,375R,M
20,366,0.9094269870609981,Bei42A,375R,M
21,9,0.9306839186691312,Bei42A,375R,M
22,284,0.8142329020332717,Bei42A,375R,M
23,137,0.8733826247689465,Bei42A,375R,M
24,230,0.8983364140480592,Bei42A,375R,M
25,378,0.9038817005545287,Bei42A,375R,M
26,365,0.9057301293900185,Bei42A,375R,M
27,372,0.911275415896488,Bei42A,375R,M
28,303,0.9232902033271719,Bei42A,375R,M
29,363,0.9380776340110906,Bei42A,375R,M
30,9,0.94362292051756,Bei42A,375R,M
31,375,0.9463955637707948,Bei42A,375R,M
32,377,0.9972273567467652,Bei42A,375R,M
33,328,0.6829944547134935,Bei42A,375R,M
34,404,0.8456561922365988,Bei42A,375R,M
35,316,0.8937153419593346,Bei42A,375R,M
36,120,0.8040665434380776,Bei42A,375R,M
37,106,0.9805914972273567,Bei42A,375R,M
38,289,0.6561922365988909,Bei42A,375R,M
39,132,0.865988909426987,Bei42A,375R,M
40,112,0.8964879852125693,Bei42A,375R,M
41,164,0.9011090573012939,Bei42A,375R,M
42,323,0.9168207024029575,Bei42A,375R,M
43,11,0.933456561922366,Bei42A,375R,M
44,185,0.8826247689463955,Bei42A,375R,M
45,354,0.8927911275415896,Bei42A,375R,M
46,159,0.8974121996303143,Bei42A,375R,M
47,45,0.9242144177449169,Bei42A,375R,M
48,117,0.9029574861367837,Bei42A,375R,M
49,60,0.911275415896488,Bei42A,375R,M
50,24,0.9186691312384473,Bei42A,375R,M
51,145,0.9852125693160814,Bei42A,375R,M
52,166,0.8696857670979667,Bei42A,375R,M
53,365,0.8918669131238447,Bei42A,375R,M
54,6,0.9353049907578558,Bei42A,375R,M
55,33,0.8595194085027726,Bei42A,375R,M
56,195,0.8872458410351202,Bei42A,375R,M
57,22,0.8743068391866913,Bei42A,375R,M
58,113,0.8650646950092422,Bei42A,375R,M
59,61,0.9547134935304991,Bei42A,375R,M
60,137,0.7865064695009242,Bei42A,375R,M
61,388,0.9011090573012939,Bei42A,375R,M
62,142,0.9482439926062847,Bei42A,375R,M
63,133,0.9815157116451017,Bei42A,375R,M
64,86,0.8752310536044362,Bei42A,375R,M
65,148,0.7264325323475046,Bei42A,375R,M
66,278,0.8548983364140481,Bei42A,375R,M
0,0,-0.06469500924214411,Parental,OreRR,M
1,332,0.7781885397412199,Parental,OreRR,M
2,298,0.8280961182994455,Parental,OreRR,M
3,153,0.83271719038817,Parental,OreRR,M
4,360,0.8068391866913124,Parental,OreRR,M
5,339,0.9029574861367837,Parental,OreRR,M
6,259,0.7513863216266173,Parental,OreRR,M
7,233,0.9011090573012939,Parental,OreRR,M
8,243,0.7689463955637708,Parental,OreRR,M
9,319,0.8770794824399261,Parental,OreRR,M
10,81,0.30591497227356745,Parental,OreRR,M
11,157,0.9371534195933456,Parental,OreRR,M
12,11,0.8456561922365988,Parental,OreRR,M
13,357,0.8475046210720887,Parental,OreRR,M
14,303,0.866913123844732,Parental,OreRR,M
15,358,0.8530499075785583,Parental,OreRR,M
16,224,0.8909426987060998,Parental,OreRR,M
17,334,0.9038817005545287,Parental,OreRR,M
18,80,0.9288354898336414,Parental,OreRR,M
19,233,0.9870609981515711,Parental,OreRR,M
20,215,0.8604436229205176,Parental,OreRR,M
21,186,0.7781885397412199,Parental,OreRR,M
22,244,0.8927911275415896,Parental,OreRR,M
23,272,0.8964879852125693,Parental,OreRR,M
24,351,0.9417744916820703,Parental,OreRR,M
25,118,0.6016635859519408,Parental,OreRR,M
26,225,0.7652495378927912,Parental,OreRR,M
27,299,0.8632162661737524,Parental,OreRR,M
28,305,0.8170055452865065,Parental,OreRR,M
29,92,0.83271719038817,Parental,OreRR,M
30,325,0.8724584103512014,Parental,OreRR,M
31,184,0.9547134935304991,Parental,OreRR,M
32,68,0.45101663585951945,Parental,OreRR,M
33,334,0.4528650646950092,Parental,OreRR,M
34,176,0.811460258780037,Parental,OreRR,M
35,316,0.8521256931608133,Parental,OreRR,M
36,394,0.8863216266173752,Parental,OreRR,M
37,129,0.8881700554528651,Parental,OreRR,M
38,192,0.9399260628465804,Parental,OreRR,M
39,37,0.6515711645101663,Parental,OreRR,M
40,263,0.7902033271719039,Parental,OreRR,M
41,387,0.944547134935305,Parental,OreRR,M
42,74,0.8585951940850277,Parental,OreRR,M
43,19,0.8974121996303143,Parental,OreRR,M
44,356,0.7837338262476895,Parental,OreRR,M
45,15,0.8798521256931608,Parental,OreRR,M
46,35,0.5397412199630314,Parental,OreRR,M
47,143,0.8059149722735675,Parental,OreRR,M
48,33,0.8622920517560074,Parental,OreRR,M
49,147,0.9380776340110906,Parental,OreRR,M
50,172,0.6127541589648798,Parental,OreRR,M
51,58,0.7643253234750462,Parental,OreRR,M
52,130,0.8974121996303143,Parental,OreRR,M
53,187,0.7652495378927912,Parental,OreRR,M
54,136,0.7707948243992606,Parental,OreRR,M
55,60,0.7975970425138632,Parental,OreRR,M
56,361,0.7412199630314233,Parental,OreRR,M
57,85,0.6414048059149723,Parental,OreRR,M
58,281,0.8299445471349354,Parental,OreRR,M
59,179,0.8521256931608133,Parental,OreRR,M
60,92,0.5147874306839186,Parental,OreRR,M
61,6,0.7939001848428835,Parental,OreRR,M
62,213,0.8086876155268022,Parental,OreRR,M
63,4,0.8937153419593346,Parental,OreRR,M
64,74,0.5693160813308688,Parental,OreRR,M
65,67,0.7874306839186691,Parental,OreRR,M
66,174,0.844731977818854,Parental,OreRR,M
67,151,0.6728280961182995,Parental,OreRR,M
68,89,0.7236598890942698,Parental,OreRR,M
69,126,0.7587800369685767,Parental,OreRR,M
70,170,0.8096118299445472,Parental,OreRR,M
71,105,0.7855822550831792,Parental,OreRR,M
72,37,0.8752310536044362,Parental,OreRR,M
73,81,0.8068391866913124,Parental,OreRR,M
74,39,0.8077634011090573,Parental,OreRR,M
75,0,0.7347504621072088,Parental,OreRR,M
76,89,0.7624768946395564,Parental,OreRR,M
0,165,0.9306839186691312,Parental,375R,M
1,369,0.9011090573012939,Parental,375R,M
2,406,0.944547134935305,Parental,375R,M
3,313,0.6589648798521257,Parental,375R,M
4,383,-0.05268022181146015,Parental,375R,M
5,357,0.8632162661737524,Parental,375R,M
6,378,0.9242144177449169,Parental,375R,M
7,365,0.9085027726432532,Parental,375R,M
8,155,0.01201478743068396,Parental,375R,M
9,342,0.8049907578558225,Parental,375R,M
10,309,0.8835489833641405,Parental,375R,M
11,392,0.8798521256931608,Parental,375R,M
12,338,0.8595194085027726,Parental,375R,M
13,305,0.6811460258780038,Parental,375R,M
14,208,0.7606284658040665,Parental,375R,M
15,39,0.9066543438077634,Parental,375R,M
16,241,0.9547134935304991,Parental,375R,M
17,163,0.9574861367837338,Parental,375R,M
18,387,0.8733826247689465,Parental,375R,M
19,153,0.9131238447319778,Parental,375R,M
20,22,0.9232902033271719,Parental,375R,M
21,385,0.94362292051756,Parental,375R,M
22,198,0.7948243992606285,Parental,375R,M
23,65,0.8096118299445472,Parental,375R,M
24,88,0.8641404805914972,Parental,375R,M
25,121,0.8715341959334566,Parental,375R,M
26,302,0.8937153419593346,Parental,375R,M
27,108,0.8179297597042514,Parental,375R,M
28,223,0.4029574861367837,Parental,375R,M
29,339,0.8733826247689465,Parental,375R,M
30,339,0.878003696857671,Parental,375R,M
31,167,0.8937153419593346,Parental,375R,M
32,55,0.8983364140480592,Parental,375R,M
33,401,0.9297597042513863,Parental,375R,M
34,234,0.8243992606284658,Parental,375R,M
35,177,0.8539741219963032,Parental,375R,M
36,199,0.7652495378927912,Parental,375R,M
37,340,0.8401109057301294,Parental,375R,M
38,173,0.8733826247689465,Parental,375R,M
39,297,0.9417744916820703,Parental,375R,M
40,160,0.8632162661737524,Parental,375R,M
41,188,0.8687615526802218,Parental,375R,M
42,350,0.9399260628465804,Parental,375R,M
43,197,0.5452865064695009,Parental,375R,M
44,21,0.8826247689463955,Parental,375R,M
45,319,0.9380776340110906,Parental,375R,M
46,33,0.8724584103512014,Parental,375R,M
47,139,0.94362292051756,Parental,375R,M
48,268,0.8197781885397413,Parental,375R,M
49,175,0.6044362292051756,Parental,375R,M
50,78,0.8040665434380776,Parental,375R,M
51,281,0.8576709796672828,Parental,375R,M
52,223,0.88909426987061,Parental,375R,M
53,129,0.9168207024029575,Parental,375R,M
54,185,0.9186691312384473,Parental,375R,M
55,24,0.944547134935305,Parental,375R,M
56,266,0.810536044362292,Parental,375R,M
57,368,0.8456561922365988,Parental,375R,M
58,291,0.8539741219963032,Parental,375R,M
59,350,0.8733826247689465,Parental,375R,M
60,41,0.7828096118299446,Parental,375R,M
61,240,0.9066543438077634,Parental,375R,M
62,179,0.7800369685767098,Parental,375R,M
63,17,0.9463955637707948,Parental,375R,M
64,17,0.6848428835489834,Parental,375R,M
65,69,0.9279112754158965,Parental,375R,M
66,17,0.8197781885397413,Parental,375R,M
67,358,1.0,Parental,375R,M
0,329,0.8317929759704251,Parental,375C,F
1,390,0.8354898336414048,Parental,375C,F
2,304,0.9075785582255083,Parental,375C,F
3,247,0.9057301293900185,Parental,375C,F
4,72,0.8872458410351202,Parental,375C,F
5,274,0.5304990757855823,Parental,375C,F
6,367,0.7902033271719039,Parental,375C,F
7,344,0.7911275415896488,Parental,375C,F
8,17,0.83271719038817,Parental,375C,F
9,390,0.8493530499075785,Parental,375C,F
10,324,0.6146025878003697,Parental,375C,F
11,322,0.8613678373382625,Parental,375C,F
12,295,0.8179297597042514,Parental,375C,F
13,113,0.744916820702403,Parental,375C,F
14,336,0.8539741219963032,Parental,375C,F
15,336,0.866913123844732,Parental,375C,F
16,359,0.8974121996303143,Parental,375C,F
17,285,0.9390018484288355,Parental,375C,F
18,362,0.7375231053604436,Parental,375C,F
19,392,0.9916820702402958,Parental,375C,F
20,194,0.7051756007393715,Parental,375C,F
21,386,0.833641404805915,Parental,375C,F
22,284,0.6238447319778189,Parental,375C,F
23,323,0.6765249537892791,Parental,375C,F
24,399,0.7754158964879851,Parental,375C,F
25,378,0.865988909426987,Parental,375C,F
26,178,0.8308687615526802,Parental,375C,F
27,270,0.8567467652495379,Parental,375C,F
28,340,0.6053604436229205,Parental,375C,F
29,330,0.7606284658040665,Parental,375C,F
30,134,0.8243992606284658,Parental,375C,F
31,293,0.910351201478743,Parental,375C,F
32,7,0.910351201478743,Parental,375C,F
33,131,0.9075785582255083,Parental,375C,F
34,311,0.789279112754159,Parental,375C,F
35,284,0.8096118299445472,Parental,375C,F
36,275,0.8484288354898336,Parental,375C,F
37,309,0.8983364140480592,Parental,375C,F
38,390,0.9205175600739371,Parental,375C,F
39,39,0.8401109057301294,Parental,375C,F
40,110,0.8632162661737524,Parental,375C,F
41,396,0.8807763401109058,Parental,375C,F
42,389,0.9242144177449169,Parental,375C,F
43,7,0.7717190388170055,Parental,375C,F
44,226,0.7957486136783734,Parental,375C,F
45,121,0.8401109057301294,Parental,375C,F
46,298,0.9186691312384473,Parental,375C,F
47,12,0.8853974121996303,Parental,375C,F
48,26,0.9075785582255083,Parental,375C,F
49,394,0.9205175600739371,Parental,375C,F
50,394,-0.05822550831792972,Parental,375C,F
51,280,0.7754158964879851,Parental,375C,F
52,334,0.7902033271719039,Parental,375C,F
53,4,0.844731977818854,Parental,375C,F
54,29,0.8475046210720887,Parental,375C,F
55,15,0.8613678373382625,Parental,375C,F
56,332,0.6146025878003697,Parental,375C,F
57,291,0.822550831792976,Parental,375C,F
58,6,0.8955637707948244,Parental,375C,F
59,75,0.7717190388170055,Parental,375C,F
60,2,0.922365988909427,Parental,375C,F
61,50,0.6589648798521257,Parental,375C,F
62,48,0.7726432532347505,Parental,375C,F
63,190,0.8364140480591498,Parental,375C,F
64,302,0.8835489833641405,Parental,375C,F
65,296,0.777264325323475,Parental,375C,F
66,77,0.7948243992606285,Parental,375C,F
67,133,0.7994454713493531,Parental,375C,F
68,400,0.8207024029574861,Parental,375C,F
69,121,0.821626617375231,Parental,375C,F
70,147,0.7393715341959335,Parental,375C,F
71,290,0.7726432532347505,Parental,375C,F
72,21,0.8142329020332717,Parental,375C,F
73,3,0.8632162661737524,Parental,375C,F
74,53,0.8317929759704251,Parental,375C,F
75,8,0.8234750462107209,Parental,375C,F
76,176,0.8752310536044362,Parental,375C,F
0,394,-0.025878003696857776,yak,OreRC,M
1,167,0.38909426987061,yak,OreRC,M
2,244,0.9066543438077634,yak,OreRC,M
3,227,0.8798521256931608,yak,OreRC,M
4,376,0.7255083179297597,yak,OreRC,M
5,230,0.7902033271719039,yak,OreRC,M
6,409,0.8391866913123844,yak,OreRC,M
7,78,0.8604436229205176,yak,OreRC,M
8,373,0.6617375231053604,yak,OreRC,M
9,369,0.8853974121996303,yak,OreRC,M
