Mito,Nuc,Sex,Y,Set,Build,Treatment,Stock.x,Stock.y
Bei59,Ore,M,0.09375,1,B,Control,19B,19B
Bei59,Ore,M,0.56875,1,B,Control,19B,19B
Bei59,Ore,M,0.9,1,B,Control,19B,19B
Bei59,Ore,M,0.56015625,1,B,Control,19B,19B
Bei59,Ore,M,0.5625,1,B,Control,19B,19B
Bei59,Ore,M,0.69296875,1,B,Control,19B,19B
Bei59,Ore,M,0.89140625,1,B,Control,19B,19B
Bei59,Ore,M,0.89921875,1,B,Control,19B,19B
Bei59,Ore,M,0.71875,1,B,Control,19B,19B
Bei59,Ore,M,0.63828125,1,B,Control,19B,19B
Bei59,Ore,M,0.70703125,1,B,Control,19B,19B
Bei59,Ore,M,0.74609375,1,B,Control,19B,19B
Bei59,Ore,M,0.85078125,1,B,Control,19B,19B
Bei59,Ore,M,0.90546875,1,B,Control,19B,19B
Bei59,Ore,M,0.9765625,1,B,Control,19B,19B
Bei59,Ore,M,0.77734375,1,B,Control,19B,19B
Bei59,Ore,M,0.8296875,1,B,Control,19B,19B
Bei59,Ore,M,0.74375,1,B,Control,19B,19B
Bei59,Ore,M,0.871875,1,B,Control,19B,19B
Bei59,Ore,M,0.89453125,1,B,Control,19B,19B
Bei59,Ore,M,0.8984375,1,B,Control,19B,19B
Bei59,Ore,M,0.8515625,1,B,Control,19B,19B
Bei59,Ore,M,0.6953125,1,B,Control,19B,19B
Bei59,Ore,M,0.71875,1,B,Control,19B,19B
Bei59,Ore,M,0.82421875,1,B,Control,19B,19B
Bei59,Ore,M,0.878125,1,B,Control,19B,19B
Bei59,Ore,M,0.88203125,1,B,Control,19B,19B
Bei59,Ore,M,0.8921875,1,B,Control,19B,19B
Bei59,Ore,M,0.72890625,1,B,Control,19B,19B
Bei59,Ore,M,0.83359375,1,B,Control,19B,19B
Bei59,Ore,M,0.85078125,1,B,Control,19B,19B
Bei59,Ore,M,0.89453125,1,B,Control,19B,19B
Bei59,Ore,M,0.8515625,1,B,Control,19B,19B
Bei59,Ore,M,0.80625,1,B,Control,19B,19B
Bei59,Ore,M,0.86875,1,B,Control,19B,19B
Bei59,Ore,M,0.909375,1,B,Control,19B,19B
Bei59,Ore,M,0.85546875,1,B,Control,19B,19B
Bei59,Ore,M,0.4125,1,B,Control,19B,19B
Bei59,Ore,M,0.91640625,1,B,Control,19B,19B
Bei59,Ore,M,0.77265625,1,B,Control,19B,19B
Bei59,Ore,M,0.8234375,1,B,Control,19B,19B
Bei59,Ore,M,0.8453125,1,B,Control,19B,19B
Bei59,Ore,M,0.96484375,1,B,Control,19B,19B
Bei59,Ore,M,0.734375,1,B,Control,19B,19B
Bei59,Ore,M,0.9109375,1,B,Control,19B,19B
Bei59,Ore,M,0.8453125,1,B,Control,19B,19B
Bei59,Ore,M,0.86640625,1,B,Control,19B,19B
Bei59,Ore,M,0.98203125,1,B,Control,19B,19B
Bei59,Ore,M,0.84375,1,B,Control,19B,19B
Bei59,Ore,M,0.85390625,1,B,Control,19B,19B
Bei59,Ore,M,0.7546875,1,B,Control,19B,19B
Bei59,Ore,M,0.84765625,1,B,Control,19B,19B
Bei59,Ore,M,0.9078125,1,B,Control,19B,19B
Bei59,Ore,M,0.69453125,1,B,Control,19B,19B
Bei59,Ore,M,0.8671875,1,B,Control,19B,19B
Bei59,Ore,M,0.875,1,B,Control,19B,19B
ZW142,375,F,0.8703125,1,A,Control,11A,11A
ZW142,375,F,0.0859375,1,A,Control,11A,11A
ZW142,375,F,0.4015625,1,A,Control,11A,11A
ZW142,375,F,0.49609375,1,A,Control,11A,11A
ZW142,375,F,0.60703125,1,A,Control,11A,11A
ZW142,375,F,0.7140625,1,A,Control,11A,11A
ZW142,375,F,0.51484375,1,A,Control,11A,11A
ZW142,375,F,0.884375,1,A,Control,11A,11A
ZW142,375,F,0.13203125,1,A,Control,11A,11A
ZW142,375,F,0.77578125,1,A,Control,11A,11A
ZW142,375,F,0.82109375,1,A,Control,11A,11A
ZW142,375,F,0.62265625,1,A,Control,11A,11A
ZW142,375,F,0.84375,1,A,Control,11A,11A
ZW142,375,F,0.7953125,1,A,Control,11A,11A
ZW142,375,F,0.74453125,1,A,Control,11A,11A
ZW142,375,F,0.68125,1,A,Control,11A,11A
ZW142,375,F,0.79140625,1,A,Control,11A,11A
ZW142,375,F,0.8265625,1,A,Control,11A,11A
ZW142,375,F,0.84453125,1,A,Control,11A,11A
ZW142,375,F,0.8546875,1,A,Control,11A,11A
ZW142,375,F,0.85625,1,A,Control,11A,11A
ZW142,375,F,0.88984375,1,A,Control,11A,11A
ZW142,375,F,0.7109375,1,A,Control,11A,11A
ZW142,375,F,0.83671875,1,A,Control,11A,11A
ZW142,375,F,0.7625,1,A,Control,11A,11A
ZW142,375,F,0.71484375,1,A,Control,11A,11A
ZW142,375,F,0.8140625,1,A,Control,11A,11A
ZW142,375,F,0.8296875,1,A,Control,11A,11A
ZW142,375,F,0.8734375,1,A,Control,11A,11A
ZW142,375,F,0.9125,1,A,Control,11A,11A
ZW142,375,F,0.9546875,1,A,Control,11A,11A
ZW142,375,F,0.80703125,1,A,Control,11A,11A
ZW142,375,F,0.36328125,1,A,Control,11A,11A
ZW142,375,F,0.80859375,1,A,Control,11A,11A
ZW142,375,F,0.6578125,1,A,Control,11A,11A
ZW142,375,F,0.73671875,1,A,Control,11A,11A
ZW142,375,F,0.925,1,A,Control,11A,11A
ZW142,375,F,0.7375,1,A,Control,11A,11A
ZW142,375,F,0.81796875,1,A,Control,11A,11A
ZW142,375,F,0.88203125,1,A,Control,11A,11A
ZW142,375,F,0.90703125,1,A,Control,11A,11A
ZW142,375,F,0.75234375,1,A,Control,11A,11A
ZW142,375,F,0.73359375,1,A,Control,11A,11A
ZW142,375,F,0.77265625,1,A,Control,11A,11A
ZW142,375,F,0.8078125,1,A,Control,11A,11A
ZW142,375,F,0.86640625,1,A,Control,11A,11A
ZW142,375,F,0.378125,1,A,Control,11A,11A
ZW142,375,F,0.94296875,1,A,Control,11A,11A
ZW142,375,F,1,1,A,Control,11A,11A
ZW142,375,F,0.7921875,1,A,Control,11A,11A
ZW142,375,F,0.55234375,1,A,Control,11A,11A
ZW142,375,F,0.7875,1,A,Control,11A,11A
ZW142,375,F,0.84765625,1,A,Control,11A,11A
ZW142,375,F,0.99453125,1,A,Control,11A,11A
ZW142,375,F,0.79609375,1,A,Control,11A,11A
ZW142,375,F,0.8296875,1,A,Control,11A,11A
ZW142,375,F,0.81015625,1,A,Control,11A,11A
ZW142,375,F,0.8859375,1,A,Control,11A,11A
ZW142,375,F,1,1,A,Control,11A,11A
ZW142,375,F,0.88046875,1,A,Control,11A,11A
ZW142,375,F,0.89296875,1,A,Control,11A,11A
ZW142,375,F,0.86953125,1,A,Control,11A,11A
ZW142,375,F,0.8671875,1,A,Control,11A,11A
ZW142,375,F,1,1,A,Control,11A,11A
ZW142,375,F,1,1,A,Control,11A,11A
ZW142,375,F,1,1,A,Control,11A,11A
ZW144,375,M,0.12578125,1,A,Control,10A,10A
ZW144,375,M,0.94140625,1,A,Control,10A,10A
ZW144,375,M,0.89609375,1,A,Control,10A,10A
ZW144,375,M,0.92578125,1,A,Control,10A,10A
ZW144,375,M,0.98515625,1,A,Control,10A,10A
ZW144,375,M,0.884375,1,A,Control,10A,10A
ZW144,375,M,0.8265625,1,A,Control,10A,10A
ZW144,375,M,0.971875,1,A,Control,10A,10A
ZW144,375,M,0.89921875,1,A,Control,10A,10A
ZW144,375,M,0.959375,1,A,Control,10A,10A
ZW144,375,M,0.865625,1,A,Control,10A,10A
ZW144,375,M,0.87265625,1,A,Control,10A,10A
ZW144,375,M,0.88203125,1,A,Control,10A,10A
ZW144,375,M,0.88671875,1,A,Control,10A,10A
ZW144,375,M,0.8921875,1,A,Control,10A,10A
ZW144,375,M,0.90234375,1,A,Control,10A,10A
ZW144,375,M,0.93125,1,A,Control,10A,10A
ZW144,375,M,0.94453125,1,A,Control,10A,10A
ZW144,375,M,0.77421875,1,A,Control,10A,10A
ZW144,375,M,0.96953125,1,A,Control,10A,10A
ZW144,375,M,0.9296875,1,A,Control,10A,10A
ZW144,375,M,0.890625,1,A,Control,10A,10A
ZW144,375,M,0.990625,1,A,Control,10A,10A
ZW144,375,M,0.909375,1,A,Control,10A,10A
ZW144,375,M,0.86796875,1,A,Control,10A,10A
ZW144,375,M,0.89296875,1,A,Control,10A,10A
ZW144,375,M,0.93046875,1,A,Control,10A,10A
ZW144,375,M,0.95390625,1,A,Control,10A,10A
ZW144,375,M,0.93125,1,A,Control,10A,10A
ZW144,375,M,0.965625,1,A,Control,10A,10A
ZW144,375,M,0.9359375,1,A,Control,10A,10A
ZW144,375,M,0.95546875,1,A,Control,10A,10A
ZW144,375,M,0.97265625,1,A,Control,10A,10A
ZW144,375,M,0.88125,1,A,Control,10A,10A
ZW144,375,M,0.88984375,1,A,Control,10A,10A
ZW144,375,M,0.88984375,1,A,Control,10A,10A
ZW144,375,M,0.93515625,1,A,Control,10A,10A
ZW144,375,M,0.9421875,1,A,Control,10A,10A
ZW144,375,M,0.8453125,1,A,Control,10A,10A
ZW144,375,M,0.96640625,1,A,Control,10A,10A
ZW144,375,M,0.95,1,A,Control,10A,10A
ZW144,375,M,0.96640625,1,A,Control,10A,10A
ZW144,375,M,0.92578125,1,A,Control,10A,10A
ZW144,375,M,0.82109375,1,A,Control,10A,10A
ZW144,375,M,0.85625,1,A,Control,10A,10A
ZW144,375,M,0.925,1,A,Control,10A,10A
ZW144,375,M,0.94296875,1,A,Control,10A,10A
ZW144,375,M,0.89453125,1,A,Control,10A,10A
ZW144,375,M,0.909375,1,A,Control,10A,10A
ZW144,375,M,0.94921875,1,A,Control,10A,10A
ZW144,375,M,0.99453125,1,A,Control,10A,10A
ZW144,375,M,0.93828125,1,A,Control,10A,10A
ZW144,375,M,0.8515625,1,A,Control,10A,10A
Bei54,375,F,0.71015625,1,A,Control,30A,30A
Bei54,375,F,0.5703125,1,A,Control,30A,30A
Bei54,375,F,0.71640625,1,A,Control,30A,30A
Bei54,375,F,0.43359375,1,A,Control,30A,30A
Bei54,375,F,0.09453125,1,A,Control,30A,30A
Bei54,375,F,0.8203125,1,A,Control,30A,30A
Bei54,375,F,0.8515625,1,A,Control,30A,30A
Bei54,375,F,0.75859375,1,A,Control,30A,30A
Bei54,375,F,0.76875,1,A,Control,30A,30A
Bei54,375,F,0.77421875,1,A,Control,30A,30A
Bei54,375,F,0.78359375,1,A,Control,30A,30A
Bei54,375,F,0.8671875,1,A,Control,30A,30A
Bei54,375,F,0.89453125,1,A,Control,30A,30A
Bei54,375,F,0.86484375,1,A,Control,30A,30A
Bei54,375,F,0.925,1,A,Control,30A,30A
Bei54,375,F,0.9234375,1,A,Control,30A,30A
Bei54,375,F,0.996875,1,A,Control,30A,30A
Bei54,375,F,0.67578125,1,A,Control,30A,30A
Bei54,375,F,0.81015625,1,A,Control,30A,30A
Bei54,375,F,0.9171875,1,A,Control,30A,30A
Bei54,375,F,0.86015625,1,A,Control,30A,30A
Bei54,375,F,0.9328125,1,A,Control,30A,30A
Bei54,375,F,0.91484375,1,A,Control,30A,30A
Bei54,375,F,0.88671875,1,A,Control,30A,30A
Bei54,375,F,0.825,1,A,Control,30A,30A
Bei54,375,F,0.84453125,1,A,Control,30A,30A
Bei54,375,F,0.92734375,1,A,Control,30A,30A
Bei54,375,F,0.88984375,1,A,Control,30A,30A
Bei54,375,F,0.9296875,1,A,Control,30A,30A
Bei54,375,F,0.9578125,1,A,Control,30A,30A
Bei54,375,F,0.8203125,1,A,Control,30A,30A
Bei54,375,F,0.86953125,1,A,Control,30A,30A
Bei54,375,F,1,1,A,Control,30A,30A
Bei54,375,F,0.8015625,1,A,Control,30A,30A
Bei54,375,F,0.9234375,1,A,Control,30A,30A
Bei54,375,F,0.8203125,1,A,Control,30A,30A
Bei54,375,F,0.5828125,1,A,Control,30A,30A
Bei54,375,F,0.99375,1,A,Control,30A,30A
Bei54,375,F,1,1,A,Control,30A,30A
ZW144,Ore,F,0.14296875,1,B,Control,1B,1B
ZW144,Ore,F,0.0890625,1,B,Control,1B,1B
ZW144,Ore,F,0.765625,1,B,Control,1B,1B
ZW144,Ore,F,0.8171875,1,B,Control,1B,1B
ZW144,Ore,F,0.83125,1,B,Control,1B,1B
ZW144,Ore,F,0.575,1,B,Control,1B,1B
ZW144,Ore,F,0.93984375,1,B,Control,1B,1B
ZW144,Ore,F,0.8625,1,B,Control,1B,1B
ZW144,Ore,F,0.9375,1,B,Control,1B,1B
ZW144,Ore,F,0.4734375,1,B,Control,1B,1B
ZW144,Ore,F,0.8765625,1,B,Control,1B,1B
ZW144,Ore,F,0.73203125,1,B,Control,1B,1B
ZW144,Ore,F,0.5453125,1,B,Control,1B,1B
ZW144,Ore,F,0.74765625,1,B,Control,1B,1B
ZW144,Ore,F,0.81484375,1,B,Control,1B,1B
ZW144,Ore,F,0.91796875,1,B,Control,1B,1B
ZW144,Ore,F,0.93359375,1,B,Control,1B,1B
ZW144,Ore,F,0.93671875,1,B,Control,1B,1B
ZW144,Ore,F,0.8671875,1,B,Control,1B,1B
ZW144,Ore,F,0.8671875,1,B,Control,1B,1B
ZW144,Ore,F,0.8765625,1,B,Control,1B,1B
ZW144,Ore,F,0.09140625,1,B,Control,1B,1B
ZW144,Ore,F,0.76171875,1,B,Control,1B,1B
ZW144,Ore,F,0.853125,1,B,Control,1B,1B
ZW144,Ore,F,0.859375,1,B,Control,1B,1B
ZW144,Ore,F,0.8609375,1,B,Control,1B,1B
ZW144,Ore,F,0.871875,1,B,Control,1B,1B
ZW144,Ore,F,0.88203125,1,B,Control,1B,1B
ZW144,Ore,F,0.67109375,1,B,Control,1B,1B
ZW144,Ore,F,0.721875,1,B,Control,1B,1B
ZW144,Ore,F,0.83203125,1,B,Control,1B,1B
ZW144,Ore,F,0.69453125,1,B,Control,1B,1B
ZW144,Ore,F,0.81640625,1,B,Control,1B,1B
ZW144,Ore,F,0.8484375,1,B,Control,1B,1B
ZW144,Ore,F,0.88125,1,B,Control,1B,1B
ZW144,Ore,F,0.8359375,1,B,Control,1B,1B
ZW144,Ore,F,0.74296875,1,B,Control,1B,1B
ZW144,Ore,F,0.84453125,1,B,Control,1B,1B
ZW144,Ore,F,0.87109375,1,B,Control,1B,1B
ZW144,Ore,F,0.79140625,1,B,Control,1B,1B
ZW144,Ore,F,0.8015625,1,B,Control,1B,1B
ZW144,Ore,F,0.85859375,1,B,Control,1B,1B
ZW144,Ore,F,0.925,1,B,Control,1B,1B
ZW144,Ore,F,0.93125,1,B,Control,1B,1B
ZW144,Ore,F,0.71953125,1,B,Control,1B,1B
ZW144,Ore,F,0.6015625,1,B,Control,1B,1B
ZW144,Ore,F,0.76875,1,B,Control,1B,1B
ZW144,Ore,F,0.87890625,1,B,Control,1B,1B
ZW144,Ore,F,0.80546875,1,B,Control,1B,1B
ZW144,Ore,F,0.89140625,1,B,Control,1B,1B
ZW144,Ore,F,0.7015625,1,B,Control,1B,1B
ZW144,Ore,F,0.853125,1,B,Control,1B,1B
ZW144,Ore,F,0.84140625,1,B,Control,1B,1B
ZW144,Ore,F,0.8421875,1,B,Control,1B,1B
ZW144,Ore,F,0.7984375,1,B,Control,1B,1B
ZW144,Ore,F,0.83046875,1,B,Control,1B,1B
ZW144,Ore,F,0.65390625,1,B,Control,1B,1B
ZW144,Ore,F,0.7625,1,B,Control,1B,1B
ZW144,Ore,F,0.7765625,1,B,Control,1B,1B
ZW144,Ore,F,0.80078125,1,B,Control,1B,1B
ZW144,Ore,F,0.7734375,1,B,Control,1B,1B
ZW144,Ore,F,0.821875,1,B,Control,1B,1B
ZW144,Ore,F,0.771875,1,B,Control,1B,1B
ZW144,Ore,F,0.78359375,1,B,Control,1B,1B
ZW144,Ore,F,0.9046875,1,B,Control,1B,1B
ZW144,Ore,F,1,1,B,Control,1B,1B
ZW144,Ore,F,0.7796875,1,B,Control,1B,1B
ZW144,Ore,F,0.75078125,1,B,Control,1B,1B
Bei54,Ore,M,0.09140625,1,B,Control,20B,20B
Bei54,Ore,M,0.88359375,1,B,Control,20B,20B
Bei54,Ore,M,0.1203125,1,B,Control,20B,20B
Bei54,Ore,M,0.98125,1,B,Control,20B,20B
Bei54,Ore,M,0.55625,1,B,Control,20B,20B
Bei54,Ore,M,0.8890625,1,B,Control,20B,20B
Bei54,Ore,M,0.9171875,1,B,Control,20B,20B
Bei54,Ore,M,0.84921875,1,B,Control,20B,20B
Bei54,Ore,M,0.9296875,1,B,Control,20B,20B
Bei54,Ore,M,0.86328125,1,B,Control,20B,20B
Bei54,Ore,M,0.8734375,1,B,Control,20B,20B
Bei54,Ore,M,0.8234375,1,B,Control,20B,20B
Bei54,Ore,M,0.85625,1,B,Control,20B,20B
Bei54,Ore,M,0.86015625,1,B,Control,20B,20B
Bei54,Ore,M,0.865625,1,B,Control,20B,20B
Bei54,Ore,M,0.9234375,1,B,Control,20B,20B
Bei54,Ore,M,0.85859375,1,B,Control,20B,20B
Bei54,Ore,M,0.8609375,1,B,Control,20B,20B
Bei54,Ore,M,0.89140625,1,B,Control,20B,20B
Bei54,Ore,M,0.9203125,1,B,Control,20B,20B
Bei54,Ore,M,0.91171875,1,B,Control,20B,20B
Bei54,Ore,M,0.9234375,1,B,Control,20B,20B
Bei54,Ore,M,0.80703125,1,B,Control,20B,20B
Bei54,Ore,M,0.83359375,1,B,Control,20B,20B
Bei54,Ore,M,0.84140625,1,B,Control,20B,20B
Bei54,Ore,M,0.86875,1,B,Control,20B,20B
Bei54,Ore,M,0.89609375,1,B,Control,20B,20B
Bei54,Ore,M,0.9234375,1,B,Control,20B,20B
Bei54,Ore,M,0.7859375,1,B,Control,20B,20B
Bei54,Ore,M,0.8890625,1,B,Control,20B,20B
Bei54,Ore,M,0.80703125,1,B,Control,20B,20B
Bei54,Ore,M,0.8109375,1,B,Control,20B,20B
Bei54,Ore,M,0.90078125,1,B,Control,20B,20B
Bei54,Ore,M,0.88203125,1,B,Control,20B,20B
Bei54,Ore,M,0.6765625,1,B,Control,20B,20B
Bei54,Ore,M,0.846875,1,B,Control,20B,20B
Bei54,Ore,M,0.85234375,1,B,Control,20B,20B
Bei54,Ore,M,0.9234375,1,B,Control,20B,20B
Bei54,Ore,M,0.9953125,1,B,Control,20B,20B
Bei54,Ore,M,0.85234375,1,B,Control,20B,20B
Bei54,Ore,M,0.875,1,B,Control,20B,20B
Bei54,Ore,M,0.9640625,1,B,Control,20B,20B
Bei54,Ore,M,0.975,1,B,Control,20B,20B
Bei54,Ore,M,0.82109375,1,B,Control,20B,20B
Bei54,Ore,M,0.95859375,1,B,Control,20B,20B
Bei54,Ore,M,0.8390625,1,B,Control,20B,20B
Bei54,Ore,M,0.8390625,1,B,Control,20B,20B
Bei54,Ore,M,0.853125,1,B,Control,20B,20B
Bei54,Ore,M,0.890625,1,B,Control,20B,20B
Bei54,Ore,M,0.97265625,1,B,Control,20B,20B
Bei54,Ore,M,0.903125,1,B,Control,20B,20B
Bei54,Ore,M,0.8953125,1,B,Control,20B,20B
Bei54,Ore,M,0.94140625,1,B,Control,20B,20B
Bei54,Ore,M,0.8625,1,B,Control,20B,20B
