,X,Y,Mito,Nuc,Sex
54,77,0.8006430868167203,sm21,OreRC,M
55,303,0.8528938906752411,sm21,OreRC,M
56,371,0.8842443729903537,sm21,OreRC,M
57,415,0.8938906752411575,sm21,OreRC,M
58,197,0.8995176848874598,sm21,OreRC,M
59,113,0.8352090032154341,sm21,OreRC,M
60,383,0.8971061093247589,sm21,OreRC,M
61,29,0.9469453376205788,sm21,OreRC,M
62,84,0.7580385852090032,sm21,OreRC,M
63,78,0.6093247588424437,sm21,OreRC,M
64,58,0.909967845659164,sm21,OreRC,M
65,89,0.9115755627009646,sm21,OreRC,M
66,127,0.8046623794212219,sm21,OreRC,M
67,39,0.9163987138263665,sm21,OreRC,M
68,128,0.9630225080385852,sm21,OreRC,M
69,417,1.0,sm21,OreRC,M
70,205,0.8030546623794212,sm21,OreRC,M
0,248,0.8070739549839229,sm21,OreRR,F
1,173,0.677652733118971,sm21,OreRR,F
2,397,0.8762057877813505,sm21,OreRR,F
3,342,0.8536977491961415,sm21,OreRR,F
4,314,0.5329581993569132,sm21,OreRR,F
5,213,0.5369774919614148,sm21,OreRR,F
6,291,0.5618971061093248,sm21,OreRR,F
7,313,0.8191318327974276,sm21,OreRR,F
8,412,0.8585209003215434,sm21,OreRR,F
9,225,0.9067524115755627,sm21,OreRR,F
10,132,0.09565916398713825,sm21,OreRR,F
11,355,0.8159163987138264,sm21,OreRR,F
12,405,0.8207395498392283,sm21,OreRR,F
13,223,0.7355305466237942,sm21,OreRR,F
14,305,0.822347266881029,sm21,OreRR,F
15,216,0.5064308681672025,sm21,OreRR,F
16,116,0.4726688102893891,sm21,OreRR,F
17,53,0.8721864951768489,sm21,OreRR,F
18,347,0.657556270096463,sm21,OreRR,F
19,297,0.6816720257234727,sm21,OreRR,F
20,238,0.6905144694533762,sm21,OreRR,F
21,94,0.5731511254019293,sm21,OreRR,F
22,320,0.6945337620578778,sm21,OreRR,F
23,345,0.8038585209003215,sm21,OreRR,F
24,102,0.8110932475884245,sm21,OreRR,F
25,331,0.9019292604501608,sm21,OreRR,F
26,218,0.8054662379421222,sm21,OreRR,F
27,289,0.8078778135048231,sm21,OreRR,F
28,144,0.8279742765273312,sm21,OreRR,F
29,143,0.702572347266881,sm21,OreRR,F
30,150,0.7355305466237942,sm21,OreRR,F
31,260,0.7942122186495177,sm21,OreRR,F
32,360,0.797427652733119,sm21,OreRR,F
33,54,0.8078778135048231,sm21,OreRR,F
34,34,0.9035369774919614,sm21,OreRR,F
35,346,0.7717041800643087,sm21,OreRR,F
36,218,0.790192926045016,sm21,OreRR,F
37,143,0.8231511254019293,sm21,OreRR,F
38,181,0.7982315112540193,sm21,OreRR,F
39,244,0.819935691318328,sm21,OreRR,F
40,181,0.8303858520900321,sm21,OreRR,F
41,159,0.5128617363344051,sm21,OreRR,F
42,54,0.792604501607717,sm21,OreRR,F
43,260,0.8360128617363344,sm21,OreRR,F
44,28,0.7861736334405145,sm21,OreRR,F
45,338,0.8408360128617364,sm21,OreRR,F
46,296,0.405144694533762,sm21,OreRR,F
47,10,0.069935691318328,sm21,OreRR,F
48,167,0.7532154340836013,sm21,OreRR,F
49,269,0.6639871382636656,sm21,OreRR,F
50,372,0.9035369774919614,sm21,OreRR,F
51,161,0.7122186495176849,sm21,OreRR,F
52,251,0.8094855305466238,sm21,OreRR,F
53,55,0.9107717041800643,sm21,OreRR,F
54,9,0.08520900321543412,sm21,OreRR,F
55,107,0.6245980707395498,sm21,OreRR,F
56,219,0.8472668810289389,sm21,OreRR,F
57,186,0.6752411575562701,sm21,OreRR,F
58,384,0.815112540192926,sm21,OreRR,F
59,250,0.3810289389067524,sm21,OreRR,F
60,61,0.9284565916398714,sm21,OreRR,F
61,93,0.9212218649517685,sm21,OreRR,F
62,408,0.7540192926045016,sm21,OreRR,F
0,109,0.09083601286173637,Parental,OreRC,F
1,199,0.5635048231511254,Parental,OreRC,F
2,342,0.682475884244373,Parental,OreRC,F
3,74,0.48553054662379425,Parental,OreRC,F
4,357,0.7041800643086817,Parental,OreRC,F
5,386,0.9043408360128617,Parental,OreRC,F
6,360,0.7596463022508039,Parental,OreRC,F
7,331,0.6085209003215435,Parental,OreRC,F
8,274,0.6808681672025724,Parental,OreRC,F
9,395,0.7379421221864952,Parental,OreRC,F
10,316,0.77491961414791,Parental,OreRC,F
11,336,0.8271704180064309,Parental,OreRC,F
12,279,0.885048231511254,Parental,OreRC,F
13,158,0.680064308681672,Parental,OreRC,F
14,34,0.8392282958199357,Parental,OreRC,F
15,283,0.9228295819935691,Parental,OreRC,F
16,345,0.9405144694533762,Parental,OreRC,F
17,258,0.9003215434083601,Parental,OreRC,F
18,178,0.6495176848874598,Parental,OreRC,F
19,266,0.7411575562700965,Parental,OreRC,F
20,139,0.7982315112540193,Parental,OreRC,F
21,17,0.819935691318328,Parental,OreRC,F
22,317,0.8368167202572347,Parental,OreRC,F
23,323,0.7628617363344051,Parental,OreRC,F
24,84,0.8110932475884245,Parental,OreRC,F
25,382,0.8183279742765274,Parental,OreRC,F
26,349,0.8665594855305466,Parental,OreRC,F
27,37,0.4389067524115756,Parental,OreRC,F
28,346,0.7789389067524115,Parental,OreRC,F
29,338,0.8344051446945338,Parental,OreRC,F
30,153,0.6929260450160772,Parental,OreRC,F
31,358,0.7942122186495177,Parental,OreRC,F
32,35,0.9437299035369775,Parental,OreRC,F
33,8,0.7122186495176849,Parental,OreRC,F
34,52,0.79983922829582,Parental,OreRC,F
35,379,0.9027331189710611,Parental,OreRC,F
36,109,0.709807073954984,Parental,OreRC,F
37,55,0.7821543408360129,Parental,OreRC,F
38,116,0.8207395498392283,Parental,OreRC,F
39,10,0.7162379421221865,Parental,OreRC,F
40,15,0.704983922829582,Parental,OreRC,F
41,14,0.5747588424437299,Parental,OreRC,F
42,264,0.7090032154340836,Parental,OreRC,F
43,110,0.729903536977492,Parental,OreRC,F
44,185,0.8255627009646302,Parental,OreRC,F
45,265,0.8336012861736335,Parental,OreRC,F
46,49,0.7660771704180065,Parental,OreRC,F
47,164,0.7684887459807074,Parental,OreRC,F
48,27,0.8617363344051447,Parental,OreRC,F
49,137,0.9557877813504823,Parental,OreRC,F
50,398,0.8754019292604501,Parental,OreRC,F
51,416,0.9139871382636656,Parental,OreRC,F
52,395,0.9332797427652733,Parental,OreRC,F
53,71,0.932475884244373,Parental,OreRC,F
54,7,1.0,Parental,OreRC,F
55,169,0.9172025723472669,Parental,OreRC,F
56,271,0.9429260450160771,Parental,OreRC,F
0,353,0.21221864951768488,ZW133,OreRR,M
1,404,0.43167202572347263,ZW133,OreRR,M
2,337,0.8906752411575563,ZW133,OreRR,M
3,354,0.8143086816720257,ZW133,OreRR,M
4,330,0.8344051446945338,ZW133,OreRR,M
5,353,0.24678456591639875,ZW133,OreRR,M
6,291,0.8609324758842444,ZW133,OreRR,M
7,130,0.08279742765273312,ZW133,OreRR,M
8,323,0.1913183279742765,ZW133,OreRR,M
9,277,0.7387459807073955,ZW133,OreRR,M
10,113,0.8946945337620579,ZW133,OreRR,M
11,390,0.795016077170418,ZW133,OreRR,M
12,195,0.8110932475884245,ZW133,OreRR,M
13,373,0.819935691318328,ZW133,OreRR,M
14,141,0.3536977491961415,ZW133,OreRR,M
15,209,0.8110932475884245,ZW133,OreRR,M
16,294,0.9260450160771704,ZW133,OreRR,M
17,328,0.7419614147909968,ZW133,OreRR,M
18,376,0.8617363344051447,ZW133,OreRR,M
19,231,0.8946945337620579,ZW133,OreRR,M
20,327,0.77491961414791,ZW133,OreRR,M
21,416,0.887459807073955,ZW133,OreRR,M
22,274,0.8802250803858521,ZW133,OreRR,M
23,345,0.9212218649517685,ZW133,OreRR,M
24,4,0.05707395498392287,ZW133,OreRR,M
25,233,0.7331189710610932,ZW133,OreRR,M
26,421,0.7797427652733119,ZW133,OreRR,M
27,399,0.7379421221864952,ZW133,OreRR,M
28,151,0.8810289389067524,ZW133,OreRR,M
29,365,0.6840836012861736,ZW133,OreRR,M
30,94,0.79983922829582,ZW133,OreRR,M
31,217,0.8239549839228296,ZW133,OreRR,M
32,72,0.592443729903537,ZW133,OreRR,M
33,264,0.815112540192926,ZW133,OreRR,M
34,252,0.8866559485530546,ZW133,OreRR,M
35,172,0.8946945337620579,ZW133,OreRR,M
36,217,0.8440514469453376,ZW133,OreRR,M
37,285,0.8496784565916399,ZW133,OreRR,M
38,125,0.8713826366559485,ZW133,OreRR,M
39,38,0.9397106109324759,ZW133,OreRR,M
40,197,0.5016077170418006,ZW133,OreRR,M
41,173,0.7403536977491961,ZW133,OreRR,M
42,87,0.8528938906752411,ZW133,OreRR,M
43,150,0.8882636655948553,ZW133,OreRR,M
44,391,0.9839228295819936,ZW133,OreRR,M
45,423,0.8231511254019293,ZW133,OreRR,M
46,180,0.8416398713826366,ZW133,OreRR,M
47,289,0.8954983922829582,ZW133,OreRR,M
48,147,0.887459807073955,ZW133,OreRR,M
49,50,1.0,ZW133,OreRR,M
50,282,0.8665594855305466,ZW133,OreRR,M
51,24,0.8770096463022508,ZW133,OreRR,M
52,290,0.842443729903537,ZW133,OreRR,M
53,115,0.8488745980707395,ZW133,OreRR,M
54,366,0.9107717041800643,ZW133,OreRR,M
55,111,0.7644694533762058,ZW133,OreRR,M
56,83,0.6262057877813505,ZW133,OreRR,M
57,109,0.8922829581993569,ZW133,OreRR,M
58,24,0.8496784565916399,ZW133,OreRR,M
59,100,0.9316720257234726,ZW133,OreRR,M
60,374,0.7178456591639871,ZW133,OreRR,M
61,73,0.7990353697749196,ZW133,OreRR,M
62,403,1.0,ZW133,OreRR,M
0,286,0.22588424437299037,ZW133,OreRC,F
1,285,0.2877813504823151,ZW133,OreRC,F
2,142,0.270096463022508,ZW133,OreRC,F
3,132,0.38665594855305463,ZW133,OreRC,F
4,192,0.8930868167202572,ZW133,OreRC,F
5,156,0.10209003215434087,ZW133,OreRC,F
6,319,0.8070739549839229,ZW133,OreRC,F
7,403,0.8287781350482315,ZW133,OreRC,F
8,404,0.7612540192926045,ZW133,OreRC,F
9,342,0.504823151125402,ZW133,OreRC,F
10,354,0.12942122186495175,ZW133,OreRC,F
11,112,0.4340836012861736,ZW133,OreRC,F
12,298,0.7821543408360129,ZW133,OreRC,F
13,26,0.8191318327974276,ZW133,OreRC,F
14,342,0.587620578778135,ZW133,OreRC,F
15,170,0.7781350482315113,ZW133,OreRC,F
16,303,0.8802250803858521,ZW133,OreRC,F
17,133,0.8745980707395499,ZW133,OreRC,F
18,282,0.6495176848874598,ZW133,OreRC,F
19,350,0.772508038585209,ZW133,OreRC,F
20,396,0.8697749196141479,ZW133,OreRC,F
21,142,0.8794212218649518,ZW133,OreRC,F
22,196,0.8062700964630225,ZW133,OreRC,F
23,48,0.8520900321543409,ZW133,OreRC,F
24,353,0.7869774919614148,ZW133,OreRC,F
25,21,0.7355305466237942,ZW133,OreRC,F
26,216,0.8046623794212219,ZW133,OreRC,F
27,179,0.7435691318327975,ZW133,OreRC,F
28,255,0.7966237942122186,ZW133,OreRC,F
29,63,0.8022508038585209,ZW133,OreRC,F
30,88,0.8247588424437299,ZW133,OreRC,F
31,28,0.5369774919614148,ZW133,OreRC,F
32,203,0.8207395498392283,ZW133,OreRC,F
33,29,0.8352090032154341,ZW133,OreRC,F
34,270,0.8882636655948553,ZW133,OreRC,F
35,313,0.8143086816720257,ZW133,OreRC,F
36,60,0.930064308681672,ZW133,OreRC,F
37,43,0.7033762057877814,ZW133,OreRC,F
38,5,0.6720257234726688,ZW133,OreRC,F
0,116,0.1012861736334405,Parental,OreRR,M
1,387,0.9381028938906752,Parental,OreRR,M
2,284,0.9091639871382636,Parental,OreRR,M
3,372,0.9364951768488746,Parental,OreRR,M
4,396,0.8930868167202572,Parental,OreRR,M
5,151,0.48553054662379425,Parental,OreRR,M
6,316,0.8327974276527331,Parental,OreRR,M
7,275,0.8311897106109325,Parental,OreRR,M
8,319,0.8271704180064309,Parental,OreRR,M
9,308,0.8480707395498392,Parental,OreRR,M
10,321,0.8135048231511254,Parental,OreRR,M
11,412,0.9871382636655949,Parental,OreRR,M
12,219,0.6358520900321543,Parental,OreRR,M
13,379,0.7918006430868167,Parental,OreRR,M
14,363,0.8207395498392283,Parental,OreRR,M
15,316,0.8802250803858521,Parental,OreRR,M
16,15,0.8954983922829582,Parental,OreRR,M
17,344,0.9429260450160771,Parental,OreRR,M
18,411,0.8295819935691319,Parental,OreRR,M
19,183,0.8713826366559485,Parental,OreRR,M
20,352,0.8858520900321544,Parental,OreRR,M
21,393,0.9509646302250804,Parental,OreRR,M
22,342,0.8593247588424437,Parental,OreRR,M
23,190,0.8786173633440515,Parental,OreRR,M
24,167,0.9228295819935691,Parental,OreRR,M
25,30,0.22347266881028938,Parental,OreRR,M
26,176,0.5257234726688103,Parental,OreRR,M
27,128,0.8842443729903537,Parental,OreRR,M
28,361,0.9163987138263665,Parental,OreRR,M
29,405,0.930064308681672,Parental,OreRR,M
30,29,1.0,Parental,OreRR,M
31,377,0.677652733118971,Parental,OreRR,M
32,235,0.889871382636656,Parental,OreRR,M
33,290,0.8906752411575563,Parental,OreRR,M
34,185,0.9638263665594855,Parental,OreRR,M
35,288,0.6816720257234727,Parental,OreRR,M
36,204,0.7435691318327975,Parental,OreRR,M
37,268,0.8971061093247589,Parental,OreRR,M
38,85,0.9260450160771704,Parental,OreRR,M
39,342,0.9115755627009646,Parental,OreRR,M
40,278,0.7958199356913183,Parental,OreRR,M
41,253,0.8794212218649518,Parental,OreRR,M
42,279,0.9710610932475884,Parental,OreRR,M
43,276,0.7757234726688103,Parental,OreRR,M
44,116,0.792604501607717,Parental,OreRR,M
45,251,0.8480707395498392,Parental,OreRR,M
46,23,0.8914790996784566,Parental,OreRR,M
47,239,0.8135048231511254,Parental,OreRR,M
48,119,0.8818327974276527,Parental,OreRR,M
49,101,0.680064308681672,Parental,OreRR,M
50,191,0.8432475884244373,Parental,OreRR,M
51,182,0.862540192926045,Parental,OreRR,M
52,306,0.9172025723472669,Parental,OreRR,M
53,25,0.9381028938906752,Parental,OreRR,M
54,403,0.8456591639871383,Parental,OreRR,M
55,394,0.9694533762057878,Parental,OreRR,M
56,76,0.815112540192926,Parental,OreRR,M
57,329,0.9316720257234726,Parental,OreRR,M
58,326,0.7877813504823151,Parental,OreRR,M
59,92,0.77491961414791,Parental,OreRR,M
60,162,0.8263665594855305,Parental,OreRR,M
61,149,0.747588424437299,Parental,OreRR,M
62,159,0.954983922829582,Parental,OreRR,M
63,24,0.8802250803858521,Parental,OreRR,M
64,168,0.885048231511254,Parental,OreRR,M
65,39,0.9244372990353698,Parental,OreRR,M
66,260,0.7684887459807074,Parental,OreRR,M
67,87,0.8834405144694534,Parental,OreRR,M
68,341,0.9019292604501608,Parental,OreRR,M
69,290,0.8408360128617364,Parental,OreRR,M
70,91,0.8110932475884245,Parental,OreRR,M
71,132,0.8279742765273312,Parental,OreRR,M
72,118,0.8641479099678456,Parental,OreRR,M
73,401,0.9493569131832797,Parental,OreRR,M
74,81,0.932475884244373,Parental,OreRR,M
75,362,0.7427652733118971,Parental,OreRR,M
76,420,0.912379421221865,Parental,OreRR,M
77,396,0.9839228295819936,Parental,OreRR,M
78,336,0.8472668810289389,Parental,OreRR,M
79,294,0.9485530546623794,Parental,OreRR,M
80,253,0.9758842443729904,Parental,OreRR,M
81,335,0.97508038585209,Parental,OreRR,M
82,302,0.9935691318327974,Parental,OreRR,M
83,97,0.957395498392283,Parental,OreRR,M
0,223,0.14228295819935688,yak,OreRR,F
1,249,0.32797427652733124,yak,OreRR,F
2,364,0.35450160771704176,yak,OreRR,F
3,366,0.9180064308681672,yak,OreRR,F
4,363,0.8577170418006431,yak,OreRR,F
5,195,0.8954983922829582,yak,OreRR,F
6,185,0.32958199356913187,yak,OreRR,F
7,188,0.540192926045016,yak,OreRR,F
8,368,0.7114147909967845,yak,OreRR,F
9,376,0.5635048231511254,yak,OreRR,F
10,386,0.844855305466238,yak,OreRR,F
11,275,0.797427652733119,yak,OreRR,F
12,401,0.8384244372990354,yak,OreRR,F
13,20,0.8721864951768489,yak,OreRR,F
14,398,0.9292604501607717,yak,OreRR,F
15,121,0.09726688102893888,yak,OreRR,F
16,233,0.8287781350482315,yak,OreRR,F
17,369,0.9397106109324759,yak,OreRR,F
18,399,0.8311897106109325,yak,OreRR,F
19,401,0.9172025723472669,yak,OreRR,F
20,353,0.7588424437299035,yak,OreRR,F
21,159,0.8561093247588425,yak,OreRR,F
22,377,0.7789389067524115,yak,OreRR,F
23,305,0.8729903536977492,yak,OreRR,F
24,166,0.8319935691318328,yak,OreRR,F
25,228,0.8392282958199357,yak,OreRR,F
26,407,0.8689710610932476,yak,OreRR,F
27,115,0.6744372990353698,yak,OreRR,F
28,195,0.7668810289389068,yak,OreRR,F
29,291,0.817524115755627,yak,OreRR,F
30,345,0.8464630225080386,yak,OreRR,F
31,230,0.5,yak,OreRR,F
32,217,0.8938906752411575,yak,OreRR,F
33,130,0.9180064308681672,yak,OreRR,F
34,400,0.867363344051447,yak,OreRR,F
35,309,0.6414790996784565,yak,OreRR,F
36,369,0.8545016077170418,yak,OreRR,F
37,71,0.5635048231511254,yak,OreRR,F
38,77,0.767684887459807,yak,OreRR,F
39,231,0.8729903536977492,yak,OreRR,F
40,41,0.8963022508038585,yak,OreRR,F
41,140,0.707395498392283,yak,OreRR,F
42,165,0.722668810289389,yak,OreRR,F
43,176,0.8617363344051447,yak,OreRR,F
44,303,0.702572347266881,yak,OreRR,F
45,159,0.7234726688102894,yak,OreRR,F
46,40,0.9027331189710611,yak,OreRR,F
47,187,0.6454983922829582,yak,OreRR,F
48,162,0.7387459807073955,yak,OreRR,F
49,156,0.7435691318327975,yak,OreRR,F
50,0,0.07073954983922826,yak,OreRR,F
51,169,0.790192926045016,yak,OreRR,F
52,159,0.7813504823151125,yak,OreRR,F
53,301,0.7990353697749196,yak,OreRR,F
54,41,0.8191318327974276,yak,OreRR,F
55,218,0.9083601286173634,yak,OreRR,F
56,106,0.8480707395498392,yak,OreRR,F
57,12,0.909967845659164,yak,OreRR,F
58,186,0.7829581993569132,yak,OreRR,F
59,68,0.8504823151125402,yak,OreRR,F
60,245,0.382636655948553,yak,OreRR,F
61,27,0.6969453376205788,yak,OreRR,F
62,257,0.6615755627009646,yak,OreRR,F
63,424,0.9115755627009646,yak,OreRR,F
0,372,0.607717041800643,Bei11,OreRC,F
1,349,0.6688102893890675,Bei11,OreRC,F
2,275,0.562700964630225,Bei11,OreRC,F
3,337,0.8062700964630225,Bei11,OreRC,F
4,352,0.4477491961414791,Bei11,OreRC,F
5,390,0.8488745980707395,Bei11,OreRC,F
6,216,0.5771704180064309,Bei11,OreRC,F
7,404,0.7459807073954984,Bei11,OreRC,F
8,342,0.6085209003215435,Bei11,OreRC,F
9,379,0.752411575562701,Bei11,OreRC,F
10,364,0.6921221864951769,Bei11,OreRC,F
11,341,0.7869774919614148,Bei11,OreRC,F
12,331,0.8987138263665595,Bei11,OreRC,F
13,363,0.12057877813504825,Bei11,OreRC,F
14,166,0.6607717041800643,Bei11,OreRC,F
15,224,0.70016077170418,Bei11,OreRC,F
16,385,0.5739549839228295,Bei11,OreRC,F
17,157,0.6808681672025724,Bei11,OreRC,F
18,333,0.7612540192926045,Bei11,OreRC,F
19,355,0.97508038585209,Bei11,OreRC,F
20,350,0.8778135048231511,Bei11,OreRC,F
21,322,0.6463022508038585,Bei11,OreRC,F
22,143,0.6696141479099679,Bei11,OreRC,F
23,331,0.7443729903536977,Bei11,OreRC,F
24,311,0.770096463022508,Bei11,OreRC,F
25,374,0.6889067524115755,Bei11,OreRC,F
26,384,0.930064308681672,Bei11,OreRC,F
27,24,0.9710610932475884,Bei11,OreRC,F
28,9,0.06913183279742763,Bei11,OreRC,F
29,341,0.6680064308681672,Bei11,OreRC,F
30,162,0.5836012861736335,Bei11,OreRC,F
31,280,0.6631832797427653,Bei11,OreRC,F
32,41,0.8094855305466238,Bei11,OreRC,F
33,45,0.6913183279742765,Bei11,OreRC,F
34,52,0.7789389067524115,Bei11,OreRC,F
35,418,0.8512861736334405,Bei11,OreRC,F
36,30,0.7065916398713826,Bei11,OreRC,F
37,54,0.7339228295819935,Bei11,OreRC,F
38,51,0.702572347266881,Bei11,OreRC,F
0,424,0.952572347266881,Parental,375R,M
1,273,0.8303858520900321,Parental,375R,M
2,349,0.14228295819935688,Parental,375R,M
3,327,0.9372990353697749,Parental,375R,M
4,168,0.9598070739549839,Parental,375R,M
5,141,0.9879421221864951,Parental,375R,M
6,370,0.8577170418006431,Parental,375R,M
7,121,0.09967845659163987,Parental,375R,M
8,334,0.9469453376205788,Parental,375R,M
9,264,0.9951768488745981,Parental,375R,M
10,29,0.9782958199356914,Parental,375R,M
11,67,0.7459807073954984,Parental,375R,M
12,36,0.8802250803858521,Parental,375R,M
13,342,0.8922829581993569,Parental,375R,M
14,32,1.0,Parental,375R,M
15,407,0.817524115755627,Parental,375R,M
16,62,0.8440514469453376,Parental,375R,M
17,351,0.864951768488746,Parental,375R,M
18,92,0.8818327974276527,Parental,375R,M
19,37,0.22347266881028938,Parental,375R,M
20,132,0.9614147909967845,Parental,375R,M
21,390,0.8327974276527331,Parental,375R,M
22,129,0.9147909967845659,Parental,375R,M
23,132,0.9163987138263665,Parental,375R,M
24,141,0.9244372990353698,Parental,375R,M
25,50,0.8866559485530546,Parental,375R,M
26,424,0.9421221864951769,Parental,375R,M
27,241,0.547427652733119,Parental,375R,M
28,78,0.8745980707395499,Parental,375R,M
29,298,0.9308681672025724,Parental,375R,M
30,315,0.9758842443729904,Parental,375R,M
31,192,0.9381028938906752,Parental,375R,M
32,36,0.9163987138263665,Parental,375R,M
33,46,0.934887459807074,Parental,375R,M
34,299,0.9477491961414791,Parental,375R,M
35,203,0.979903536977492,Parental,375R,M
36,376,0.9766881028938906,Parental,375R,M
37,174,0.887459807073955,Parental,375R,M
38,320,0.9163987138263665,Parental,375R,M
39,359,0.9646302250803859,Parental,375R,M
40,82,0.9461414790996785,Parental,375R,M
41,293,0.9839228295819936,Parental,375R,M
42,408,0.954983922829582,Parental,375R,M
43,423,0.9943729903536977,Parental,375R,M
44,296,0.9091639871382636,Parental,375R,M
45,24,0.9292604501607717,Parental,375R,M
46,225,0.9461414790996785,Parental,375R,M
47,44,0.979903536977492,Parental,375R,M
48,29,0.9011254019292605,Parental,375R,M
49,384,0.9686495176848875,Parental,375R,M
50,157,0.927652733118971,Parental,375R,M
51,402,0.9718649517684887,Parental,375R,M
52,404,0.9871382636655949,Parental,375R,M
53,274,0.9598070739549839,Parental,375R,M
54,292,0.797427652733119,Parental,375R,M
55,343,0.8488745980707395,Parental,375R,M
56,342,0.977491961414791,Parental,375R,M
57,293,0.815112540192926,Parental,375R,M
58,209,0.9983922829581994,Parental,375R,M
59,309,0.9959807073954984,Parental,375R,M
60,103,0.9581993569131833,Parental,375R,M
0,371,0.912379421221865,Parental,375C,F
1,409,0.8705787781350482,Parental,375C,F
2,348,0.10691318327974275,Parental,375C,F
3,75,0.9662379421221865,Parental,375C,F
4,259,0.8593247588424437,Parental,375C,F
5,396,0.9091639871382636,Parental,375C,F
6,347,0.819935691318328,Parental,375C,F
7,301,0.8271704180064309,Parental,375C,F
8,379,0.9155948553054662,Parental,375C,F
9,111,0.08440514469453375,Parental,375C,F
10,229,0.9397106109324759,Parental,375C,F
11,156,0.8408360128617364,Parental,375C,F
12,337,0.927652733118971,Parental,375C,F
13,193,0.885048231511254,Parental,375C,F
14,203,0.9372990353697749,Parental,375C,F
15,35,0.9067524115755627,Parental,375C,F
16,30,0.862540192926045,Parental,375C,F
17,284,0.9381028938906752,Parental,375C,F
18,23,0.8721864951768489,Parental,375C,F
19,346,0.9035369774919614,Parental,375C,F
20,22,0.9067524115755627,Parental,375C,F
21,325,0.8665594855305466,Parental,375C,F
22,291,0.8794212218649518,Parental,375C,F
23,213,0.954983922829582,Parental,375C,F
24,24,0.9027331189710611,Parental,375C,F
25,289,0.9421221864951769,Parental,375C,F
26,247,0.9598070739549839,Parental,375C,F
27,174,0.8906752411575563,Parental,375C,F
28,230,0.9517684887459807,Parental,375C,F
29,334,0.6583601286173634,Parental,375C,F
30,121,0.7266881028938907,Parental,375C,F
31,354,0.867363344051447,Parental,375C,F
32,274,0.9469453376205788,Parental,375C,F
33,256,0.8062700964630225,Parental,375C,F
34,99,0.9212218649517685,Parental,375C,F
35,301,0.932475884244373,Parental,375C,F
36,127,0.8384244372990354,Parental,375C,F
37,244,0.864951768488746,Parental,375C,F
38,65,0.8778135048231511,Parental,375C,F
39,302,0.9035369774919614,Parental,375C,F
40,23,0.9991961414790996,Parental,375C,F
41,350,0.9139871382636656,Parental,375C,F
42,296,0.9461414790996785,Parental,375C,F
43,408,0.9630225080385852,Parental,375C,F
44,320,0.889871382636656,Parental,375C,F
45,106,0.7162379421221865,Parental,375C,F
46,58,0.8641479099678456,Parental,375C,F
47,333,0.8770096463022508,Parental,375C,F
48,217,0.8295819935691319,Parental,375C,F
49,33,0.9742765273311897,Parental,375C,F
50,68,0.8802250803858521,Parental,375C,F
51,358,0.8954983922829582,Parental,375C,F
